int_tiempo,fin_de_semana,id,media_intensidad,media_ocupacion,media_carga,longitud,latitud
Tarde,1,6038,188.32755298651253,1.8458574181117533,13.300578034682081,-3.66066063966675,40.45483904799362
Mediodia,1,6084,143.1510989010989,5.142857142857143,17.251373626373628,-3.67127020857102,40.47943828970494
Tarde,0,6110,15.990582191780822,7.14554794520548,9.07876712328767,-3.66427766014055,40.47404460249439
Mediodia,1,6205,186.65521978021977,1.6085164835164836,14.953296703296703,-3.60942265247523,40.40829292428607
Tarde,1,6304,222.88653846153846,0.8307692307692308,10.561538461538461,-3.64441793947124,40.46890785988634
Mañana,1,6315,145.10097719869708,1.0374592833876222,12.574918566775244,-3.65617814948885,40.47523552199105
Mañana,0,6317,150.2695822454308,9.116187989556137,18.192558746736292,-3.63864791870141,40.47621871897602
Tarde,1,6371,374.1233140655106,2.861271676300578,21.56840077071291,-3.65702770411087,40.43940544627007
Tarde,1,6376,264.44615384615383,3.675,19.623076923076923,-3.65582517219104,40.44114315051755
Noche,1,6492,36.49193548387097,1.5,5.162903225806452,-3.62524018954709,40.42692436435436
Mañana,1,6533,185.89583333333334,0.46474358974358976,8.373397435897436,-3.61618022161738,40.44247057721184
Mediodia,1,6535,228.8063186813187,3.82967032967033,21.467032967032967,-3.61352163395552,40.44740659141505
Tarde,1,6552,161.9269230769231,7.563461538461539,26.317307692307693,-3.58276380313508,40.44557442568568
Mediodia,1,6659,0.0,0.0,0.0,-3.66147754737569,40.44566761682486
Mañana,1,6713,0.0,0.0,0.0,-3.67363435411532,40.48190491323233
Mediodia,0,6102,136.61486864169927,2.329234209055338,27.659027389603132,-3.6632390909096,40.46684746247075
Noche,0,6180,5.117377049180328,2.724590163934426,2.8891803278688526,-3.64745830740889,40.42895132181311
Mañana,0,6215,543.9288975864318,16.067188519243313,39.20156555772994,-3.59395388701499,40.40266444326416
Mediodia,0,6329,188.6314317673378,51.97035794183445,31.426174496644297,-3.63131384281211,40.46904973317971
Tarde,0,6353,81.00704225352112,29.49452269170579,22.70109546165884,-3.60388780203042,40.45386893279077
Tarde,0,6356,366.1079812206573,7.611111111111111,27.170579029733958,-3.65723474621637,40.43472854030703
Mañana,0,6369,255.1990861618799,7.287859007832898,36.15926892950392,-3.64667786599511,40.43932109120747
Mañana,0,6370,67.83717864205668,0.994067237969677,17.714568226763348,-3.65748173637388,40.43694717317727
Noche,0,6391,45.20393442622951,0.1121311475409836,1.801311475409836,-3.61247331051024,40.43556153418569
Mediodia,0,6501,167.5503355704698,11.375838926174497,23.31040268456376,-3.60688651454884,40.43632389490261
Mediodia,0,6557,223.0201342281879,8.721476510067115,50.625838926174495,-3.58769374776651,40.44307235806478
Noche,0,6565,16.166441136671178,0.39715832205683355,1.8599458728010825,-3.68591679226025,40.50051485492679
Mañana,0,6650,3692.1600261267145,9.16263879817113,65.69235793598955,-3.66342052337203,40.45452336912739
Noche,0,6719,181.77734119187951,1.2802881466928617,9.37721021611002,-3.66806181277407,40.46652900175506
Tarde,0,6727,4068.338768115942,5.661231884057971,63.6213768115942,-3.66093589530049,40.4456585444421
Noche,0,6729,365.4806810740013,0.44662737393582186,7.737393582187296,-3.65941192502529,40.44253533807271
Mañana,0,6783,1502.466796875,12.539713541666666,53.267578125,-3.70040019197148,40.49749787154222
Mañana,0,6790,1253.8190255220418,6.262180974477959,63.753286929621034,-3.65513988921509,40.41779745582686
Tarde,0,6820,758.6361502347418,8.818466353677621,60.57902973395931,-3.67488687420627,40.39372399371857
Mediodia,0,6827,2917.0834733893557,6.7557422969187675,0.0,-3.72165923084861,40.41830741507267
Mediodia,0,6841,0.0,0.0,0.0,-3.72316079885668,40.41168332738328
Mañana,1,6023,251.1594684385382,0.7790697674418605,12.174418604651162,-3.64752016174975,40.44576242703589
Noche,1,6061,20.154589371980677,0.0644122383252818,2.65378421900161,-3.65880518361135,40.45487109431308
Tarde,1,6103,72.13076923076923,0.8846153846153846,12.138461538461538,-3.66365321605911,40.46816554398121
Mediodia,1,6143,360.07840440165063,2.1485557083906466,16.931224209078405,-3.63740338003119,40.43168592873317
Tarde,1,6211,75.30576923076923,2.35,11.45,-3.61497462647002,40.40560025011732
Mediodia,1,6316,138.01098901098902,5.125,27.675824175824175,-3.63934050567704,40.47519031242582
Noche,1,6327,7.869565217391305,2.737520128824477,5.563607085346216,-3.65452041417075,40.47345868704482
Mañana,1,6368,83.4126213592233,1.6779935275080906,9.328478964401295,-3.64705109133138,40.43868036351186
Tarde,1,6643,527.1057692307693,1.5692307692307692,16.101923076923075,-3.67457932665751,40.47597971439813
Tarde,1,6686,1642.159922928709,6.073217726396917,50.703275529865124,-3.68459372579801,40.38379104703323
Mañana,1,6689,1895.2179487179487,5.873397435897436,35.42788461538461,-3.73465887740105,40.42740179261199
Noche,1,6715,1065.816425120773,1.4074074074074074,19.028985507246375,-3.67158894238203,40.47097963043842
Mañana,1,6763,1053.741987179487,3.253205128205128,31.299679487179485,-3.68797451977271,40.38169111209167
Tarde,1,6799,652.4153846153846,5.6365384615384615,38.95961538461538,-3.74502182341257,40.45474770591481
Mañana,1,6820,431.49839743589746,3.6891025641025643,34.86698717948718,-3.67488687420627,40.39372399371857
Mañana,0,6102,123.54705882352941,3.4045751633986927,24.866013071895424,-3.6632390909096,40.46684746247075
Tarde,0,6196,477.3046202036022,5.170712607674236,26.94283476898982,-3.61470139223819,40.40811149833998
Mañana,0,6216,224.57208088714938,5.499673842139596,19.339856490541422,-3.59417210733259,40.40395968120166
Mañana,0,6242,405.38120104438644,10.4967362924282,43.45691906005222,-3.65530403802991,40.45636729915871
Tarde,0,6258,210.13536776212834,5.2660406885759,25.805164319248828,-3.64674444230651,40.46336620816256
Mediodia,0,6296,329.76460674157306,2.418539325842697,21.712359550561796,-3.64455337570611,40.47085736169639
Mañana,0,6327,37.659685863874344,17.452225130890053,21.388743455497384,-3.65452041417075,40.47345868704482
Mediodia,0,6359,157.5022371364653,2.3165548098434003,16.049776286353467,-3.65445764967471,40.43455889385471
Mediodia,0,6486,256.2662192393736,2.436241610738255,31.156040268456376,-3.66127789660101,40.37691032746264
Noche,0,6612,31.988196721311475,0.02360655737704918,0.8281967213114754,-3.66588007923165,40.4948289353726
Mediodia,0,6689,3934.160874439462,13.47085201793722,70.44843049327355,-3.73465887740105,40.42740179261199
Tarde,0,6718,1689.6946160635482,4.398058252427185,61.144748455428065,-3.66796051020407,40.46656155560837
Noche,0,6732,201.58480681074002,0.5494433529796987,4.758349705304519,-3.65985943288387,40.43532505713961
Tarde,0,6028,221.01724137931035,2.072100313479624,16.476489028213166,-3.66018133852367,40.46068955753778
Mediodia,0,6042,535.267188373393,4.978200111794298,24.38848518725545,-3.65918846960081,40.45447348211314
Mañana,1,6057,41.03505843071786,1.2470784641068446,14.265442404006677,-3.64426880312094,40.44395071663375
Noche,1,6064,124.45088566827697,0.2640901771336554,3.6698872785829306,-3.6666001033883,40.46847306392705
Mediodia,0,6069,615.3273642977057,2.613318410744264,16.11247901510912,-3.66886340758588,40.47821058659265
Mañana,1,6162,53.43317230273752,1.429951690821256,11.59098228663446,-3.64441031177891,40.42996562793294
Noche,1,6220,22.463768115942027,13.827697262479871,11.745571658615138,-3.60910316900146,40.40758147455569
Tarde,1,6284,179.625,22.78125,24.126953125,-3.61774365584245,40.45703441797328
Noche,1,6360,90.5281803542673,0.3446054750402576,2.8711755233494363,-3.65566411936534,40.43516352763285
Noche,1,6382,115.48548387096774,0.38225806451612904,5.324193548387097,-3.65816321104236,40.44078869270025
Noche,0,6394,53.498360655737706,0.43475409836065576,1.2111475409836066,-3.61152435560459,40.42359790509941
Noche,1,6410,302.83252818035425,0.8389694041867954,6.813204508856683,-3.61210571011841,40.42089525108207
Mañana,1,6516,82.98509933774834,0.3824503311258278,2.006622516556291,-3.62001950844824,40.43490960436188
Tarde,1,6650,2921.9423076923076,7.038461538461538,53.503846153846155,-3.66342052337203,40.45452336912739
Mañana,1,6651,1233.0176282051282,2.559294871794872,25.934294871794872,-3.66371762444557,40.45441633578497
Mediodia,1,6748,1274.089408528198,11.573590096286107,63.924346629986246,-3.66293856360677,40.41036996240843
Mediodia,1,6798,2309.7184065934066,3.105769230769231,34.22802197802198,-3.74482483277502,40.45485279870447
Noche,1,6845,1346.7901023890786,4.296928327645051,0.0,-3.72232493186105,40.40534008611829
Noche,0,6085,14.544918032786885,0.03016393442622951,1.680655737704918,-3.66733601354765,40.47530424139796
Tarde,0,6100,430.92801251956183,3.043818466353678,18.593114241001565,-3.66510124191258,40.46359440780717
Mediodia,0,6226,409.33873672442706,1.9301285634432643,27.331470095025153,-3.64045813198633,40.46529667064993
Mediodia,0,6255,362.3046394633874,6.4259362772498605,47.66852990497485,-3.62651508704122,40.45907695902945
Tarde,0,6265,620.5946791862285,5.438184663536776,23.2660406885759,-3.61858065307274,40.45686657655411
Mañana,0,6295,217.55677154582764,0.896032831737346,18.110807113543093,-3.64419113618361,40.47058049642763
Mañana,0,6297,927.523498694517,3.97976501305483,31.60835509138381,-3.64070054439061,40.46989038674559
Noche,0,6453,43.45836065573771,0.35672131147540986,3.2695081967213113,-3.6521805245465,40.41405302701716
Tarde,0,6532,84.36776212832551,1.2480438184663536,13.116588419405321,-3.62068486588752,40.43940397580191
Mediodia,0,6589,10.464094955489614,7.51513353115727,8.058160237388725,-3.67182607407095,40.50120362566466
Mañana,0,6603,524.9445169712794,4.777415143603133,17.598563968668408,-3.65120089444469,40.49549527012157
Tarde,0,6619,1199.4822695035461,9.565799842395586,38.9866036249015,-3.66596203107919,40.49559868955142
Mañana,0,6655,2581.626953125,9.107421875,62.955078125,-3.66294816479109,40.44980228734966
Noche,0,6797,76.04977079240341,0.39554682383759004,5.047151277013753,-3.73959661195408,40.43488718880009
Mañana,1,6040,161.58833063209076,0.833063209076175,6.562398703403566,-3.65947519202028,40.4510183564609
Noche,1,6065,121.65378421900161,0.15942028985507245,4.808373590982287,-3.66690329755242,40.46960359837179
Tarde,0,6068,331.19953051643193,1.6056338028169015,17.210485133020345,-3.66812016089541,40.47460928522697
Tarde,1,6128,38.35645472061657,9.556840077071291,19.959537572254334,-3.65785541594813,40.4112953627294
Mediodia,1,6224,235.57142857142858,0.6717032967032966,15.918956043956044,-3.64413763884385,40.46421110872919
Mediodia,1,6265,818.9546703296703,9.282967032967033,30.54945054945055,-3.61858065307274,40.45686657655411
Tarde,1,6265,583.8923076923077,5.355769230769231,21.857692307692307,-3.61858065307274,40.45686657655411
Tarde,1,6334,159.93822393822393,0.29922779922779924,14.187258687258687,-3.59094713239624,40.46146073423934
Noche,1,6351,22.73913043478261,3.9822866344605474,7.980676328502415,-3.58954643610566,40.46182585054343
Tarde,1,6382,424.84356435643565,2.2495049504950497,20.548514851485148,-3.65816321104236,40.44078869270025
Tarde,1,6429,275.8403846153846,1.2461538461538462,13.759615384615385,-3.63664217710532,40.40014730336887
Mañana,1,6469,119.6964586846543,0.9005059021922428,7.035413153456998,-3.60607835801419,40.43367679378851
Noche,1,6474,33.54428341384863,0.11755233494363929,2.3816425120772946,-3.60310884056182,40.42419979935841
Mañana,1,6531,96.6201923076923,1.2916666666666667,9.791666666666666,-3.62318360824149,40.43860921753672
Mediodia,1,6558,897.0865384615385,19.357142857142858,43.18543956043956,-3.58308548052593,40.4435475954074
Mediodia,1,6593,430.8612637362637,6.2651098901098905,23.328296703296704,-3.66187646013562,40.5022517731427
Mañana,1,6620,201.07371794871796,0.6794871794871795,7.125,-3.66087677592329,40.48525976495464
Mediodia,1,6640,1663.5453296703297,9.223901098901099,73.79532967032966,-3.67408704222425,40.48119950441493
Tarde,1,6660,0.0,0.0,0.0,-3.6615596104781,40.44514426097555
Tarde,0,6766,1755.716744913928,7.136150234741784,46.152582159624416,-3.73818669274457,40.43866668048936
Noche,1,6850,706.1635434412266,4.410562180579216,0.0,-3.71632650914417,40.40035719543946
Mañana,0,6159,239.81005221932114,12.650783289817232,24.58616187989556,-3.64697216442029,40.42638894971712
Mañana,0,6225,170.37234042553192,0.4640957446808511,17.62898936170213,-3.64039021204721,40.46524186760581
Tarde,0,6230,359.0775316455696,2.5830696202531644,22.314082278481013,-3.64361559253296,40.45828285155728
Mañana,0,6350,73.33684210526316,3.4921052631578946,27.985526315789475,-3.5879210832313,40.4632924025149
Tarde,0,6387,68.37949921752738,20.230829420970267,17.20735524256651,-3.64833263678316,40.43700265158351
Tarde,0,6452,171.63067292644757,4.429577464788732,43.076682316118934,-3.64250953348295,40.40921509760131
Tarde,0,6468,645.518779342723,3.109546165884194,17.422535211267604,-3.60463709800027,40.43442353643761
Tarde,0,6506,401.25821596244134,4.054773082942097,36.19092331768388,-3.62177633000643,40.3911743743749
Mañana,0,6597,395.3933246073298,6.608638743455497,18.226439790575917,-3.66900834796821,40.50944752909859
Mañana,0,6659,0.0,0.0,0.0,-3.66147754737569,40.44566761682486
Tarde,0,6767,1742.6871686108166,4.226935312831389,53.47613997879109,-3.73962731075513,40.44397741507996
Noche,0,6808,18.014407334643092,0.13883431565160445,1.9056974459724951,-3.68558273726047,40.4808445551671
Tarde,0,6057,55.129107981220656,2.229264475743349,21.98435054773083,-3.64426880312094,40.44395071663375
Mañana,0,6124,205.10966057441254,17.095953002610965,31.573759791122715,-3.64234461714483,40.40421467682796
Mediodia,1,6257,171.3956043956044,2.7815934065934065,19.185439560439562,-3.64834008790038,40.46301688759801
Tarde,1,6274,80.12307692307692,1.726923076923077,4.286538461538462,-3.62806537092329,40.46331536361848
Mañana,1,6361,65.39516129032258,2.041935483870968,13.087096774193549,-3.65668191459614,40.43388003993515
Mediodia,1,6377,346.0054945054945,3.1236263736263736,21.065934065934066,-3.65707289822039,40.44041357418624
Mañana,1,6462,225.06270096463024,2.217041800643087,12.37620578778135,-3.63894807665911,40.39667827918779
Mediodia,1,6468,709.2335164835165,3.7005494505494507,18.445054945054945,-3.60463709800027,40.43442353643761
Mañana,1,6488,58.82532051282051,0.47435897435897434,9.129807692307692,-3.65828879973219,40.37611082528157
Mañana,1,6501,97.15705128205128,2.4983974358974357,11.443910256410257,-3.60688651454884,40.43632389490261
Tarde,1,6501,126.27884615384616,4.532692307692308,16.271153846153847,-3.60688651454884,40.43632389490261
Noche,1,6510,101.88727858293076,0.16747181964573268,3.143317230273752,-3.6240767861675,40.44261843391862
Mañana,1,6628,19.91812865497076,8.532163742690058,13.757309941520468,-3.65067081595638,40.48866919988753
Noche,1,6758,989.9694041867955,1.7971014492753623,21.017713365539453,-3.68123185345538,40.38683477937683
Tarde,0,6838,1658.0432692307693,4.058493589743589,0.0,-3.72289418677622,40.41667275184259
Mañana,0,6101,166.58344733242134,1.277701778385773,22.7749658002736,-3.66376480100451,40.46750847167387
Mediodia,0,6176,182.47952888390353,0.1962983735277622,3.8569826135726304,-3.63440153634111,40.42318737883544
Mañana,0,6222,389.67625899280574,2.365598430346632,32.02616088947024,-3.6518960526897,40.46325246982745
Noche,0,6323,30.044590163934426,0.011147540983606558,2.0904918032786886,-3.63881659854435,40.47690205050885
Mañana,0,6330,161.68146214099218,20.18407310704961,39.422976501305484,-3.65216266174129,40.4792884788121
Tarde,0,6449,440.83881064162756,3.0140845070422535,26.45148669796557,-3.64109761136745,40.39403803213823
Noche,0,6466,10.847868852459017,6.099016393442623,6.573770491803279,-3.65293786440078,40.41352041821887
Noche,0,6501,25.937049180327868,0.64,2.9495081967213115,-3.60688651454884,40.43632389490261
Mediodia,0,6511,640.3266219239374,4.916107382550336,29.453579418344518,-3.62281927104996,40.44075274564252
Mañana,0,6580,109.00392413342054,23.431000654022238,28.840418574231524,-3.68973267338287,40.49119215742254
Mañana,0,6648,2969.4609375,6.311197916666667,65.40950520833333,-3.66675038089134,40.46336125902516
Mañana,0,6654,3822.1822338340953,6.698236446766819,64.893533638145,-3.66268997613051,40.44983775339322
Noche,0,6015,50.26688524590164,0.06622950819672131,1.6445901639344263,-3.65745761798723,40.45677581529789
Mediodia,1,6025,576.4449035812672,3.8608815426997247,51.57300275482093,-3.64149716597939,40.44243798484335
Tarde,1,6052,26.448742746615086,6.524177949709864,9.39651837524178,-3.64852940663254,40.44611386921901
Mediodia,1,6124,165.89423076923077,18.332417582417584,28.065934065934066,-3.64234461714483,40.40421467682796
Noche,1,6173,41.84057971014493,0.10789049919484701,1.816425120772947,-3.63826264160052,40.42252180451034
Noche,1,6208,86.35909822866344,0.41545893719806765,3.3848631239935587,-3.60448434478991,40.4073315399682
Mediodia,1,6277,82.11675824175825,15.907967032967033,20.604395604395606,-3.63709898030452,40.45680114641425
